Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
79	-17.096224	0.8334861	-15.145608	-19.161156	193.4	-35.194466	0.001003957	-35.191788	-35.195084	400000	-1.6473388e-05	942.0102	-0.0055634384	-0.09283447	0.7031439	0.0092401635	0.0778	79.0	6745.09802031517
80	-16.653795	0.65939885	-15.268378	-18.438425	192.03847	-35.190857	0.0009211231	-35.188103	-35.1914	405000	6.8977356e-06	971.1717	-0.0048942002	-0.09490967	0.6894946	0.0076333005	0.073199995	79.0	6834.455956697464
81	-17.471235	0.8415566	-15.505711	-19.394459	192.11539	-35.189938	0.00084176083	-35.187103	-35.1904	410000	7.4752807e-06	955.1576	-0.002960356	-0.0947876	0.6783761	0.004460586	0.023799999	79.0	6924.5346920490265
82	-17.407831	0.72611356	-16.110617	-19.507965	191.48	-35.18699	0.00084738893	-35.18415	-35.187447	415000	-3.7231443e-06	928.2942	-0.0059785643	-0.093811035	0.65983033	0.006096563	0.054399997	79.0	7013.983988761902
83	-17.282309	0.784171	-15.907279	-18.898344	193.44	-35.186226	0.0008502446	-35.18339	-35.186687	420000	9.085083e-06	936.2767	-0.0023848326	-0.09661865	0.64877903	0.0050700516	0.0484	79.0	7103.6799421310425
84	-16.483013	0.64595324	-15.40914	-17.850077	189.03847	-35.185658	0.0009027795	-35.18288	-35.186176	425000	9.179687e-06	956.8548	-0.0044495724	-0.11224365	0.6500583	0.0045473156	0.0462	79.0	7193.452225923538
85	-16.365995	0.48043358	-15.464304	-17.083591	186.46153	-35.18418	0.0008885892	-35.18139	-35.184685	430000	7.956695e-06	948.79266	-0.0048875986	-0.11206055	0.64045495	0.010245425	0.110999994	79.0	7282.5156791210175
86	-15.962008	0.69225407	-14.826624	-17.326447	178.0	-35.182888	0.00092083355	-35.180138	-35.183434	435000	-4.177856e-06	970.77795	-0.0032784713	-0.115600586	0.6409621	0.009585423	0.060599998	79.0	7372.424201726913
87	-15.726368	0.5426558	-14.76003	-16.844307	182.03703	-35.180923	0.0009056624	-35.178158	-35.181454	440000	1.5386962e-05	965.77997	-0.003494029	-0.12042236	0.6447667	0.0068762945	0.0416	79.0	7462.419874429703
88	-15.307975	0.55062115	-14.104008	-16.6936	172.42857	-35.178955	0.0008807803	-35.176174	-35.17947	445000	-2.5726317e-06	955.9021	-0.002816108	-0.13110352	0.64215624	0.0077354987	0.0602	79.0	7552.563784837723
89	-15.13933	0.49437207	-14.289662	-16.484793	170.75862	-35.176647	0.00095023523	-35.173946	-35.177242	450000	-5.682373e-06	974.97375	-0.004037347	-0.1338501	0.6408195	0.0065130796	0.042	79.0	7642.355820178986
90	-14.924856	0.5572412	-14.006955	-16.160948	169.89655	-35.17475	0.0008707469	-35.17196	-35.175255	455000	1.4369964e-05	972.4032	-0.0042666383	-0.13574219	0.6292559	0.007099771	0.047799997	79.0	7733.245913267136
91	-14.699377	0.65982383	-13.337455	-16.21188	168.55173	-35.172955	0.00093576655	-35.170216	-35.17351	460000	9.729957e-06	968.6532	-0.0021632912	-0.14630127	0.62013346	0.0058935788	0.048	79.0	7823.419424295425
92	-15.048751	0.51997286	-13.990444	-16.436405	170.13792	-35.169987	0.0009360478	-35.16725	-35.170547	465000	-6.317139e-07	970.016	-0.004065785	-0.15203857	0.6236087	0.0050686677	0.063999996	79.0	7915.2359790802
93	-15.191018	0.5587215	-14.103128	-16.309387	169.3793	-35.167732	0.0009632314	-35.165016	-35.168312	470000	2.1455382e-05	963.66815	-0.005302505	-0.1529541	0.60821265	0.0042701038	0.044999998	79.0	8005.110925197601
94	-14.734385	0.5900996	-13.387942	-16.302282	164.33333	-35.16426	0.0009693259	-35.16156	-35.164856	475000	5.9616086e-06	971.0174	-0.0035601943	-0.16461182	0.59428525	0.0062710284	0.056599997	79.0	8094.973288536072
95	-15.684377	0.7078618	-14.626031	-17.344278	171.55173	-35.16255	0.00092942524	-35.15981	-35.163105	480000	4.891968e-06	966.3542	-0.004849313	-0.17089844	0.60562277	0.00594823	0.070199996	79.0	8184.227949380875
96	-15.219745	0.73920155	-13.889595	-16.500647	169.93103	-35.15864	0.0008855658	-35.15586	-35.159157	485000	-3.0517577e-09	964.4056	-0.002953563	-0.17297363	0.60492045	0.0056977356	0.0376	79.0	8274.37300658226
97	-16.11398	0.8077836	-14.8967	-17.758791	171.24138	-35.154526	0.00081551203	-35.15167	-35.154964	490000	-2.5453186e-05	953.3786	-0.0043456294	-0.18243408	0.59837604	0.009198325	0.0696	79.0	8364.694609880447
98	-15.348665	0.6483582	-14.417705	-16.980389	166.6	-35.152466	0.0008598162	-35.14967	-35.152966	495000	-1.182251e-05	969.82336	-0.0027413077	-0.19177246	0.5947366	0.0057896026	0.058599997	79.0	8454.887254714966
99	-15.655793	0.74795693	-14.539138	-17.380707	166.33333	-35.150223	0.0008509795	-35.147427	-35.150723	500000	6.108093e-06	961.32245	-0.005787405	-0.1975708	0.60030687	0.004652425	0.04	79.0	8544.840322732925
100	-16.097282	0.6802908	-14.851171	-17.436657	165.5	-35.14708	0.0007654287	-35.144203	-35.1475	505000	-1.0987854e-05	944.29626	-0.004454712	-0.20581055	0.57855	0.010147841	0.074	79.0	8635.324156045914
101	-15.240079	0.69321126	-13.711635	-16.719889	164.73334	-35.14354	0.00084817887	-35.140736	-35.14403	510000	2.6153564e-05	959.05615	-0.0036867752	-0.21136475	0.57705885	0.006288036	0.0642	79.0	8725.804258108139
102	-14.912596	0.61876076	-13.198111	-16.167145	164.73334	-35.14128	0.0008679774	-35.138485	-35.14178	515000	-1.0234832e-05	965.22327	-0.0031664574	-0.22589111	0.58981895	0.0025708086	0.039	79.0	8817.442724227905
103	-14.8000345	0.52781063	-13.872484	-15.931479	163.26666	-35.136585	0.0008718052	-35.13379	-35.137085	520000	-2.0763397e-05	959.3863	-0.0023287365	-0.22918701	0.5882446	0.0037400322	0.027199998	79.0	8907.32415342331
104	-14.906682	0.5916605	-13.157144	-16.283133	159.64516	-35.132618	0.0008768662	-35.129826	-35.13312	525000	-1.341095e-05	962.0223	-0.0033697158	-0.2432251	0.5821048	0.005543185	0.056599997	79.0	8997.691179513931
105	-14.5985365	0.4416187	-13.789498	-15.4546585	160.09677	-35.1279	0.0008857627	-35.12513	-35.128426	530000	5.6236267e-06	971.6268	-0.0030751256	-0.2526245	0.56696534	0.0058327164	0.0486	79.0	9088.492213726044
106	-14.389474	0.4794282	-13.013055	-15.244951	160.48387	-35.122704	0.0008902552	-35.119938	-35.123234	535000	6.500244e-07	978.3833	-0.0029888737	-0.26843262	0.5640735	0.008398564	0.0548	79.0	9179.42101264
107	-14.798338	0.5479057	-13.639341	-16.366087	166.06667	-35.120216	0.0008735506	-35.11774	-35.120728	540000	-7.0926662e-06	975.84515	-0.0039447723	-0.27716064	0.5584944	0.0067199003	0.045399997	79.0	9270.557544469833
108	-15.293034	0.6320856	-14.250195	-16.619692	167.86208	-35.115322	0.0008103106	-35.112793	-35.115776	545000	-2.3472785e-05	948.65295	-0.0030363912	-0.28179932	0.5502922	0.0048486223	0.036399998	79.0	9361.564095973969
109	-15.9343815	0.75032365	-14.781825	-17.552402	172.25	-35.111095	0.00081826944	-35.108574	-35.111557	550000	1.1938095e-05	937.3569	-0.0037624072	-0.2849121	0.5381281	0.0077115996	0.0368	79.0	9450.966315984726
110	-15.288297	0.6447998	-14.152452	-17.074598	168.27586	-35.106354	0.0008593623	-35.103558	-35.106846	555000	-1.9292449e-05	949.96277	-0.00231454	-0.30218506	0.53532356	0.005251754	0.040599998	79.0	9540.835029125214
111	-15.438356	0.6994322	-14.12371	-17.203865	169.41379	-35.10112	0.00089332566	-35.098354	-35.101643	560000	5.6358335e-06	953.29675	-0.004064467	-0.31658936	0.53976125	0.0058147847	0.0378	79.0	9631.4747133255
112	-15.378708	0.5730541	-14.135865	-16.71802	164.8	-35.094734	0.000846428	-35.09193	-35.09522	565000	4.7775266e-06	954.282	-0.003612721	-0.32922363	0.5277904	0.003891914	0.033	79.0	9721.34529042244
113	-15.683167	0.81810355	-13.9960165	-17.846863	165.0	-35.089863	0.0007204398	-35.087482	-35.090252	570000	1.0512543e-05	947.1488	-0.0037512465	-0.34094238	0.5183741	0.007899316	0.0714	79.0	9812.29029417038
114	-16.525427	0.8798121	-14.727371	-19.83667	168.24138	-35.084694	0.00067871506	-35.082493	-35.08504	575000	-1.634159e-05	921.75616	-0.0030852908	-0.34381104	0.5176349	0.004832796	0.039	79.0	9902.120905160904
